TF,Target
Zm00001d002762,Zm00001d046961
Zm00001d050310,Zm00001d018334
Zm00001d048082,Zm00001d033976
Zm00001d045112,Zm00001d034754
Zm00001d010676,Zm00001d020736
Zm00001d010399,Zm00001d015164
Zm00001d003331,Zm00001d002757
Zm00001d029287,Zm00001d033706
Zm00001d033870,Zm00001d051057
Zm00001d015243,Zm00001d016273
Zm00001d015243,Zm00001d031457
Zm00001d008225,Zm00001d006929
Zm00001d024324,Zm00001d047883
Zm00001d002364,Zm00001d021978
Zm00001d003331,Zm00001d005846
Zm00001d049443,Zm00001d010426
Zm00001d002618,Zm00001d033385
Zm00001d005892,Zm00001d026662
Zm00001d017778,Zm00001d030158
Zm00001d005892,Zm00001d011751
Zm00001d038023,Zm00001d028273
Zm00001d042609,Zm00001d042245
Zm00001d024324,Zm00001d034642
Zm00001d051632,Zm00001d042355
Zm00001d013258,Zm00001d027283
Zm00001d049364,Zm00001d035035
Zm00001d047519,Zm00001d013376
Zm00001d012916,Zm00001d046039
Zm00001d052288,Zm00001d008393
Zm00001d046632,Zm00001d021978
Zm00001d015515,Zm00001d020552
Zm00001d051465,Zm00001d048082
Zm00001d047519,Zm00001d033839
Zm00001d042287,Zm00001d014337
Zm00001d024324,Zm00001d039011
Zm00001d031796,Zm00001d031728
Zm00001d017592,Zm00001d052190
Zm00001d005888,Zm00001d040067
Zm00001d040455,Zm00001d029719
Zm00001d031796,Zm00001d053746
Zm00001d005892,Zm00001d020137
Zm00001d011692,Zm00001d019677
Zm00001d054080,Zm00001d038465
Zm00001d015759,Zm00001d045468
Zm00001d050310,Zm00001d019180
Zm00001d011953,Zm00001d049295
Zm00001d039324,Zm00001d011060
Zm00001d052288,Zm00001d033193
Zm00001d031725,Zm00001d018326
Zm00001d031725,Zm00001d035677
Zm00001d011669,Zm00001d038065
Zm00001d017391,Zm00001d002829
Zm00001d048527,Zm00001d023801
Zm00001d022295,Zm00001d005298
Zm00001d052133,Zm00001d030328
Zm00001d002829,Zm00001d050000
Zm00001d034503,Zm00001d044527
Zm00001d012968,Zm00001d032620
Zm00001d031009,Zm00001d012763
Zm00001d017986,Zm00001d048055
Zm00001d024324,Zm00001d043830
Zm00001d031796,Zm00001d022435
Zm00001d017986,Zm00001d034702
Zm00001d026191,Zm00001d028577
Zm00001d048391,Zm00001d051534
Zm00001d050310,Zm00001d035657
Zm00001d052905,Zm00001d009751
Zm00001d052133,Zm00001d002687
Zm00001d043025,Zm00001d039245
Zm00001d039324,Zm00001d003538
Zm00001d037274,Zm00001d019325
Zm00001d018225,Zm00001d013960
Zm00001d019216,Zm00001d035657
Zm00001d032502,Zm00001d039910
Zm00001d032923,Zm00001d033987
Zm00001d017462,Zm00001d022234
Zm00001d031736,Zm00001d051139
Zm00001d042305,Zm00001d009746
Zm00001d018930,Zm00001d007468
Zm00001d008225,Zm00001d041627
Zm00001d031796,Zm00001d002592
Zm00001d047081,Zm00001d043420
Zm00001d037461,Zm00001d027880
Zm00001d013357,Zm00001d025710
Zm00001d051239,Zm00001d017366
Zm00001d017391,Zm00001d030900
Zm00001d037274,Zm00001d033414
Zm00001d042588,Zm00001d028482
Zm00001d031796,Zm00001d020429
Zm00001d031796,Zm00001d032285
Zm00001d015614,Zm00001d052292
Zm00001d004512,Zm00001d028050
Zm00001d043474,Zm00001d049091
Zm00001d032194,Zm00001d034901
Zm00001d028930,Zm00001d033015
Zm00001d050023,Zm00001d022296
Zm00001d051700,Zm00001d013809
Zm00001d015614,Zm00001d023856
Zm00001d040554,Zm00001d029648
Zm00001d010232,Zm00001d044122
Zm00001d041781,Zm00001d028311
Zm00001d034605,Zm00001d023542
Zm00001d017614,Zm00001d048312
Zm00001d002829,Zm00001d025944
Zm00001d017592,Zm00001d034787
Zm00001d011527,Zm00001d043950
Zm00001d028930,Zm00001d043386
Zm00001d015639,Zm00001d029763
Zm00001d003331,Zm00001d030303
Zm00001d005970,Zm00001d027443
Zm00001d035605,Zm00001d028999
Zm00001d011597,Zm00001d046722
Zm00001d015515,Zm00001d010399
Zm00001d004512,Zm00001d013330
Zm00001d012508,Zm00001d033051
Zm00001d008225,Zm00001d038970
Zm00001d002744,Zm00001d010961
Zm00001d038355,Zm00001d017742
Zm00001d024324,Zm00001d033385
Zm00001d015515,Zm00001d021775
Zm00001d048471,Zm00001d043019
Zm00001d048391,Zm00001d049176
Zm00001d050781,Zm00001d033237
Zm00001d001945,Zm00001d013603
Zm00001d031009,Zm00001d039901
Zm00001d002364,Zm00001d006330
Zm00001d052087,Zm00001d031967
Zm00001d003331,Zm00001d038192
Zm00001d039324,Zm00001d042926
Zm00001d028974,Zm00001d042609
Zm00001d031182,Zm00001d008515
Zm00001d015226,Zm00001d026634
Zm00001d010399,Zm00001d042063
Zm00001d034751,Zm00001d044664
Zm00001d002364,Zm00001d039426
Zm00001d035323,Zm00001d050862
Zm00001d002829,Zm00001d042498
Zm00001d008225,Zm00001d027319
Zm00001d018930,Zm00001d035506
Zm00001d017614,Zm00001d043420
Zm00001d039324,Zm00001d042588
Zm00001d033870,Zm00001d011829
Zm00001d024324,Zm00001d002410
Zm00001d047017,Zm00001d043706
Zm00001d005100,Zm00001d013680
Zm00001d008225,Zm00001d051286
Zm00001d049364,Zm00001d013550
Zm00001d008919,Zm00001d008715
Zm00001d052738,Zm00001d024903
Zm00001d048312,Zm00001d027411
Zm00001d043915,Zm00001d023634
Zm00001d002364,Zm00001d001774
Zm00001d030069,Zm00001d038211
Zm00001d031796,Zm00001d019505
Zm00001d033566,Zm00001d027758
Zm00001d031009,Zm00001d016581
Zm00001d041489,Zm00001d019459
Zm00001d050247,Zm00001d005879
Zm00001d012749,Zm00001d034655
Zm00001d043378,Zm00001d037712
Zm00001d031796,Zm00001d008799
Zm00001d046632,Zm00001d002782
Zm00001d052288,Zm00001d042498
Zm00001d048527,Zm00001d037781
Zm00001d002364,Zm00001d012968
Zm00001d030191,Zm00001d020064
Zm00001d052288,Zm00001d040213
Zm00001d006053,Zm00001d047621
Zm00001d018081,Zm00001d011919
Zm00001d002364,Zm00001d037435
Zm00001d004086,Zm00001d029783
Zm00001d021263,Zm00001d010529
Zm00001d031009,Zm00001d002650
Zm00001d035323,Zm00001d034372
Zm00001d040090,Zm00001d037337
Zm00001d014863,Zm00001d048693
Zm00001d048391,Zm00001d033730
Zm00001d047421,Zm00001d014752
Zm00001d046632,Zm00001d005970
Zm00001d003331,Zm00001d021883
Zm00001d008225,Zm00001d015932
Zm00001d039324,Zm00001d018344
Zm00001d052288,Zm00001d004020
Zm00001d037941,Zm00001d012709
Zm00001d049364,Zm00001d039011
Zm00001d010233,Zm00001d009474
Zm00001d040090,Zm00001d026351
Zm00001d032265,Zm00001d044688
Zm00001d011953,Zm00001d044060
Zm00001d043915,Zm00001d025124
Zm00001d047017,Zm00001d033222
Zm00001d020683,Zm00001d049822
Zm00001d052288,Zm00001d013495
Zm00001d015515,Zm00001d013208
Zm00001d053151,Zm00001d042848
Zm00001d041781,Zm00001d028217
Zm00001d018930,Zm00001d045445
Zm00001d026094,Zm00001d018298
Zm00001d054080,Zm00001d044677
Zm00001d028372,Zm00001d053247
Zm00001d010232,Zm00001d017614
Zm00001d015614,Zm00001d003538
Zm00001d050247,Zm00001d053746
Zm00001d038023,Zm00001d014804
Zm00001d002364,Zm00001d045657
Zm00001d042550,Zm00001d012297
Zm00001d053151,Zm00001d035400
Zm00001d008919,Zm00001d032502
Zm00001d024324,Zm00001d035306
Zm00001d040362,Zm00001d021278
Zm00001d010399,Zm00001d012527
Zm00001d002618,Zm00001d043128
Zm00001d013357,Zm00001d051542
Zm00001d049364,Zm00001d030915
Zm00001d001837,Zm00001d024661
Zm00001d011133,Zm00001d021901
Zm00001d008225,Zm00001d028597
Zm00001d054080,Zm00001d040303
Zm00001d043378,Zm00001d048412
Zm00001d005100,Zm00001d033533
Zm00001d037274,Zm00001d038092
Zm00001d045398,Zm00001d028957
Zm00001d047017,Zm00001d011076
Zm00001d013895,Zm00001d042217
Zm00001d015243,Zm00001d028566
Zm00001d034503,Zm00001d011179
Zm00001d038843,Zm00001d006534
Zm00001d015515,Zm00001d038843
Zm00001d031759,Zm00001d020683
Zm00001d020267,Zm00001d039455
Zm00001d019734,Zm00001d012527
Zm00001d008225,Zm00001d017846
Zm00001d053151,Zm00001d022254
Zm00001d007949,Zm00001d018667
Zm00001d010676,Zm00001d028440
Zm00001d004744,Zm00001d029899
Zm00001d043569,Zm00001d045298
Zm00001d002364,Zm00001d017978
Zm00001d005100,Zm00001d052344
Zm00001d052133,Zm00001d027904
Zm00001d026271,Zm00001d011571
Zm00001d002364,Zm00001d045460
Zm00001d005100,Zm00001d028208
Zm00001d027435,Zm00001d024866
Zm00001d010676,Zm00001d003761
Zm00001d027852,Zm00001d020683
Zm00001d052167,Zm00001d036740
Zm00001d047356,Zm00001d040040
Zm00001d017592,Zm00001d038884
Zm00001d017986,Zm00001d019326
Zm00001d037274,Zm00001d037290
Zm00001d043474,Zm00001d015434
Zm00001d047356,Zm00001d053127
Zm00001d053151,Zm00001d038143
Zm00001d017986,Zm00001d015863
Zm00001d017391,Zm00001d040606
Zm00001d002364,Zm00001d032102
Zm00001d033870,Zm00001d047979
Zm00001d023465,Zm00001d039595
Zm00001d010232,Zm00001d039378
Zm00001d031673,Zm00001d043536
Zm00001d028930,Zm00001d012010
Zm00001d017986,Zm00001d014141
Zm00001d023565,Zm00001d010280
Zm00001d050247,Zm00001d044688
Zm00001d032681,Zm00001d021607
Zm00001d005892,Zm00001d043741
Zm00001d010399,Zm00001d028273
Zm00001d026094,Zm00001d014863
Zm00001d025896,Zm00001d004553
Zm00001d002829,Zm00001d003368
Zm00001d030069,Zm00001d053109
Zm00001d006165,Zm00001d038332
Zm00001d030069,Zm00001d043516
Zm00001d037274,Zm00001d045213
Zm00001d031725,Zm00001d022130
Zm00001d008225,Zm00001d025673
Zm00001d015381,Zm00001d046765
Zm00001d024324,Zm00001d048226
Zm00001d016255,Zm00001d037894
Zm00001d020267,Zm00001d045470
Zm00001d011597,Zm00001d036917
Zm00001d050247,Zm00001d047104
Zm00001d033246,Zm00001d005035
Zm00001d012749,Zm00001d008171
Zm00001d050781,Zm00001d021770
Zm00001d042686,Zm00001d003112
Zm00001d033870,Zm00001d028538
Zm00001d031009,Zm00001d032282
Zm00001d052738,Zm00001d008841
Zm00001d053151,Zm00001d042420
Zm00001d002364,Zm00001d038884
Zm00001d052288,Zm00001d050061
Zm00001d032923,Zm00001d015520
Zm00001d018225,Zm00001d037094
Zm00001d043922,Zm00001d013495
Zm00001d043402,Zm00001d017606
Zm00001d026271,Zm00001d045657
Zm00001d053020,Zm00001d049822
Zm00001d031009,Zm00001d037084
Zm00001d032502,Zm00001d025944
Zm00001d042609,Zm00001d031423
Zm00001d012427,Zm00001d002847
Zm00001d027846,Zm00001d048647
Zm00001d034503,Zm00001d010200
Zm00001d052288,Zm00001d023462
Zm00001d010730,Zm00001d040314
Zm00001d037274,Zm00001d043277
Zm00001d003064,Zm00001d045785
Zm00001d013258,Zm00001d028931
Zm00001d038191,Zm00001d031741
Zm00001d012968,Zm00001d034787
Zm00001d005892,Zm00001d043128
Zm00001d010399,Zm00001d047758
Zm00001d022442,Zm00001d003072
Zm00001d012749,Zm00001d024325
Zm00001d003414,Zm00001d040075
Zm00001d011692,Zm00001d040116
Zm00001d015421,Zm00001d036283
Zm00001d002364,Zm00001d026597
Zm00001d015421,Zm00001d027742
Zm00001d043378,Zm00001d052083
Zm00001d002364,Zm00001d021665
Zm00001d048647,Zm00001d053393
Zm00001d034073,Zm00001d007915
Zm00001d027435,Zm00001d004439
Zm00001d038189,Zm00001d007679
Zm00001d031009,Zm00001d019266
Zm00001d002364,Zm00001d028406
Zm00001d037274,Zm00001d028538
Zm00001d005892,Zm00001d020339
Zm00001d054080,Zm00001d026051
Zm00001d052288,Zm00001d031074
Zm00001d031725,Zm00001d004848
Zm00001d011597,Zm00001d040040
Zm00001d013119,Zm00001d039371
Zm00001d002801,Zm00001d018103
Zm00001d015990,Zm00001d035040
Zm00001d046632,Zm00001d041826
Zm00001d038023,Zm00001d043752
Zm00001d052738,Zm00001d018298
Zm00001d003176,Zm00001d030626
Zm00001d018930,Zm00001d025710
Zm00001d018930,Zm00001d037120
Zm00001d043474,Zm00001d013326
Zm00001d045204,Zm00001d025225
Zm00001d015243,Zm00001d006504
Zm00001d031009,Zm00001d018246
Zm00001d047081,Zm00001d021836
Zm00001d005100,Zm00001d022405
Zm00001d039371,Zm00001d013119
Zm00001d031796,Zm00001d011451
Zm00001d015614,Zm00001d046586
Zm00001d031736,Zm00001d020976
Zm00001d054080,Zm00001d027607
Zm00001d043706,Zm00001d038717
Zm00001d005100,Zm00001d040311
Zm00001d005892,Zm00001d009487
Zm00001d008225,Zm00001d020011
Zm00001d050310,Zm00001d001812
Zm00001d011597,Zm00001d031316
Zm00001d023465,Zm00001d048180
Zm00001d026191,Zm00001d022569
Zm00001d050310,Zm00001d002052
Zm00001d010740,Zm00001d008279
Zm00001d003414,Zm00001d023899
Zm00001d023465,Zm00001d029206
Zm00001d034503,Zm00001d009132
Zm00001d025896,Zm00001d028922
Zm00001d002618,Zm00001d012321
Zm00001d026271,Zm00001d020926
Zm00001d030191,Zm00001d047276
Zm00001d054080,Zm00001d014128
Zm00001d052905,Zm00001d041307
Zm00001d002829,Zm00001d041323
Zm00001d053151,Zm00001d046357
Zm00001d050781,Zm00001d006184
Zm00001d002364,Zm00001d039615
Zm00001d013357,Zm00001d005590
Zm00001d017409,Zm00001d033680
Zm00001d011953,Zm00001d042040
Zm00001d038191,Zm00001d029757
Zm00001d053151,Zm00001d017869
Zm00001d017350,Zm00001d039010
Zm00001d014286,Zm00001d041035
Zm00001d038355,Zm00001d033859
Zm00001d051700,Zm00001d025612
Zm00001d043474,Zm00001d012746
Zm00001d003884,Zm00001d003912
Zm00001d004086,Zm00001d002405
Zm00001d052905,Zm00001d024813
Zm00001d024324,Zm00001d052252
Zm00001d037274,Zm00001d026689
Zm00001d033291,Zm00001d049858
Zm00001d019216,Zm00001d006561
Zm00001d040651,Zm00001d002161
Zm00001d032206,Zm00001d011430
Zm00001d043706,Zm00001d038448
Zm00001d026271,Zm00001d011919
Zm00001d037274,Zm00001d006658
Zm00001d031009,Zm00001d032464
Zm00001d010399,Zm00001d042609
Zm00001d030069,Zm00001d002068
Zm00001d035512,Zm00001d025640
Zm00001d050664,Zm00001d028485
Zm00001d052288,Zm00001d026427
Zm00001d031009,Zm00001d037413
Zm00001d039324,Zm00001d021995
Zm00001d050948,Zm00001d012294
Zm00001d051700,Zm00001d012591
Zm00001d017986,Zm00001d044420
Zm00001d018930,Zm00001d010525
Zm00001d002799,Zm00001d002489
Zm00001d043922,Zm00001d025722
Zm00001d032265,Zm00001d038810
Zm00001d002618,Zm00001d018106
Zm00001d041853,Zm00001d025924
Zm00001d033898,Zm00001d016898
Zm00001d031796,Zm00001d031880
Zm00001d019207,Zm00001d026191
Zm00001d020714,Zm00001d005888
Zm00001d042609,Zm00001d029708
Zm00001d002364,Zm00001d004908
Zm00001d002364,Zm00001d014722
Zm00001d043706,Zm00001d031725
Zm00001d031796,Zm00001d029667
Zm00001d047081,Zm00001d007231
Zm00001d031796,Zm00001d021946
Zm00001d049364,Zm00001d005885
Zm00001d010280,Zm00001d010971
Zm00001d054080,Zm00001d037140
Zm00001d007949,Zm00001d034045
Zm00001d034601,Zm00001d027619
Zm00001d017986,Zm00001d036360
Zm00001d023615,Zm00001d017865
Zm00001d024701,Zm00001d002234
Zm00001d051700,Zm00001d017900
Zm00001d052229,Zm00001d053845
Zm00001d035323,Zm00001d023459
Zm00001d005100,Zm00001d008654
Zm00001d038023,Zm00001d038791
Zm00001d049364,Zm00001d025360
Zm00001d039245,Zm00001d043025
Zm00001d050781,Zm00001d028330
Zm00001d049364,Zm00001d008756
Zm00001d028217,Zm00001d033976
Zm00001d037461,Zm00001d025837
Zm00001d031725,Zm00001d026563
Zm00001d015614,Zm00001d031725
Zm00001d031725,Zm00001d053181
Zm00001d005892,Zm00001d028838
Zm00001d031620,Zm00001d028311
Zm00001d049364,Zm00001d045460
Zm00001d053707,Zm00001d038191
Zm00001d014405,Zm00001d027854
Zm00001d043569,Zm00001d051692
Zm00001d026113,Zm00001d024049
Zm00001d040554,Zm00001d011838
Zm00001d034751,Zm00001d011060
Zm00001d030069,Zm00001d020013
Zm00001d042609,Zm00001d012590
Zm00001d031796,Zm00001d032120
Zm00001d048647,Zm00001d012335
Zm00001d011669,Zm00001d023899
Zm00001d026252,Zm00001d035440
Zm00001d043474,Zm00001d004917
Zm00001d043025,Zm00001d027621
Zm00001d051216,Zm00001d027585
Zm00001d017986,Zm00001d012714
Zm00001d015515,Zm00001d018155
Zm00001d003645,Zm00001d037197
Zm00001d032265,Zm00001d028374
Zm00001d027757,Zm00001d020932
Zm00001d052738,Zm00001d020976
Zm00001d002364,Zm00001d018326
Zm00001d048647,Zm00001d038924
Zm00001d007962,Zm00001d018906
Zm00001d043025,Zm00001d005936
Zm00001d031736,Zm00001d021263
Zm00001d037274,Zm00001d013426
Zm00001d050781,Zm00001d038519
Zm00001d023316,Zm00001d030812
Zm00001d029287,Zm00001d026252
Zm00001d050664,Zm00001d004936
Zm00001d050310,Zm00001d050155
Zm00001d051700,Zm00001d009532
Zm00001d052288,Zm00001d049938
Zm00001d002364,Zm00001d042214
Zm00001d018698,Zm00001d032508
Zm00001d023565,Zm00001d022005
Zm00001d040651,Zm00001d034197
Zm00001d015515,Zm00001d004706
Zm00001d052738,Zm00001d011589
Zm00001d018941,Zm00001d020828
Zm00001d003884,Zm00001d003247
Zm00001d048647,Zm00001d024621
Zm00001d038023,Zm00001d048604
Zm00001d037274,Zm00001d015586
Zm00001d052905,Zm00001d033533
Zm00001d052905,Zm00001d011037
Zm00001d033870,Zm00001d028669
Zm00001d024324,Zm00001d002618
Zm00001d037786,Zm00001d021492
Zm00001d025896,Zm00001d029996
Zm00001d052288,Zm00001d043058
Zm00001d052905,Zm00001d018560
Zm00001d015639,Zm00001d046921
Zm00001d048527,Zm00001d002510
Zm00001d013547,Zm00001d050131
Zm00001d034730,Zm00001d039860
Zm00001d017592,Zm00001d018326
Zm00001d031009,Zm00001d037867
Zm00001d005892,Zm00001d013947
Zm00001d041740,Zm00001d035323
Zm00001d005100,Zm00001d044498
Zm00001d048647,Zm00001d024843
Zm00001d017986,Zm00001d011405
Zm00001d043474,Zm00001d053887
Zm00001d003645,Zm00001d008812
Zm00001d010399,Zm00001d052209
Zm00001d015243,Zm00001d015314
Zm00001d025896,Zm00001d038979
Zm00001d030069,Zm00001d054034
Zm00001d052288,Zm00001d052021
Zm00001d043706,Zm00001d053181
Zm00001d015614,Zm00001d012140
Zm00001d030518,Zm00001d024205
Zm00001d037461,Zm00001d022502
Zm00001d008882,Zm00001d006351
Zm00001d037274,Zm00001d001797
Zm00001d030069,Zm00001d009500
Zm00001d019216,Zm00001d018521
Zm00001d038907,Zm00001d053848
Zm00001d018225,Zm00001d031853
Zm00001d039324,Zm00001d028916
Zm00001d004744,Zm00001d032728
Zm00001d031736,Zm00001d043314
Zm00001d032265,Zm00001d029578
Zm00001d049295,Zm00001d013159
Zm00001d011133,Zm00001d039799
Zm00001d022295,Zm00001d025710
Zm00001d043915,Zm00001d050642
Zm00001d034751,Zm00001d037018
Zm00001d017986,Zm00001d026427
Zm00001d040554,Zm00001d034488
Zm00001d002744,Zm00001d023856
Zm00001d043915,Zm00001d053989
Zm00001d037461,Zm00001d005538
Zm00001d009939,Zm00001d011638
Zm00001d010233,Zm00001d028217
Zm00001d026094,Zm00001d033987
Zm00001d023411,Zm00001d029460
Zm00001d037274,Zm00001d011150
Zm00001d031796,Zm00001d038712
Zm00001d043060,Zm00001d043062
Zm00001d050247,Zm00001d034781
Zm00001d038585,Zm00001d026271
Zm00001d033870,Zm00001d003644
Zm00001d011953,Zm00001d030916
Zm00001d026271,Zm00001d001766
Zm00001d026094,Zm00001d010529
Zm00001d031736,Zm00001d037717
Zm00001d031009,Zm00001d003123
Zm00001d025896,Zm00001d014796
Zm00001d006236,Zm00001d051392
Zm00001d054080,Zm00001d001771
Zm00001d043474,Zm00001d022403
Zm00001d024324,Zm00001d012968
Zm00001d002364,Zm00001d010956
Zm00001d048391,Zm00001d049834
Zm00001d037274,Zm00001d045825
Zm00001d003645,Zm00001d038584
Zm00001d015515,Zm00001d029738
Zm00001d024324,Zm00001d018973
Zm00001d023565,Zm00001d001771
Zm00001d015515,Zm00001d003533
Zm00001d018225,Zm00001d012282
Zm00001d002829,Zm00001d047512
Zm00001d037274,Zm00001d005140
Zm00001d008225,Zm00001d017793
Zm00001d053151,Zm00001d034978
Zm00001d034605,Zm00001d009572
Zm00001d032295,Zm00001d038165
Zm00001d017391,Zm00001d016081
Zm00001d015243,Zm00001d046468
Zm00001d052288,Zm00001d003368
Zm00001d050404,Zm00001d033456
Zm00001d031736,Zm00001d026094
Zm00001d031796,Zm00001d051798
Zm00001d052288,Zm00001d052955
Zm00001d002744,Zm00001d039461
Zm00001d012916,Zm00001d041632
Zm00001d052288,Zm00001d019326
Zm00001d020137,Zm00001d053995
Zm00001d005970,Zm00001d017820
Zm00001d031009,Zm00001d002510
Zm00001d052288,Zm00001d041323
Zm00001d015614,Zm00001d049145
Zm00001d043915,Zm00001d038106
Zm00001d014938,Zm00001d006103
Zm00001d031736,Zm00001d033990
Zm00001d015639,Zm00001d036008
Zm00001d042609,Zm00001d031777
Zm00001d006922,Zm00001d016044
Zm00001d012968,Zm00001d021207
Zm00001d017986,Zm00001d050475
Zm00001d049364,Zm00001d048294
Zm00001d023465,Zm00001d052143
Zm00001d011597,Zm00001d024365
Zm00001d015990,Zm00001d011301
Zm00001d031009,Zm00001d052143
Zm00001d002364,Zm00001d041826
Zm00001d044857,Zm00001d005554
Zm00001d015614,Zm00001d018730
Zm00001d042305,Zm00001d039146
Zm00001d032502,Zm00001d053208
Zm00001d037274,Zm00001d026258
Zm00001d047355,Zm00001d025640
Zm00001d052905,Zm00001d037951
Zm00001d053151,Zm00001d025933
Zm00001d050247,Zm00001d019207
Zm00001d011597,Zm00001d034410
Zm00001d053819,Zm00001d013590
Zm00001d043474,Zm00001d027742
Zm00001d022295,Zm00001d025369
Zm00001d047017,Zm00001d035035
Zm00001d027852,Zm00001d015921
Zm00001d017391,Zm00001d017251
Zm00001d016255,Zm00001d028408
Zm00001d003331,Zm00001d003107
Zm00001d041958,Zm00001d011430
Zm00001d012585,Zm00001d011639
Zm00001d015614,Zm00001d034221
Zm00001d047921,Zm00001d028413
Zm00001d024324,Zm00001d017612
Zm00001d031451,Zm00001d021298
Zm00001d048082,Zm00001d021057
Zm00001d035323,Zm00001d044159
Zm00001d043025,Zm00001d011228
Zm00001d017350,Zm00001d014757
Zm00001d050310,Zm00001d042976
Zm00001d031725,Zm00001d024376
Zm00001d034605,Zm00001d002451
Zm00001d019216,Zm00001d018567
Zm00001d015614,Zm00001d027988
Zm00001d010280,Zm00001d013451
Zm00001d017986,Zm00001d037781
Zm00001d018930,Zm00001d005293
Zm00001d048391,Zm00001d028922
Zm00001d031009,Zm00001d028050
Zm00001d043025,Zm00001d050011
Zm00001d028930,Zm00001d047883
Zm00001d017592,Zm00001d036122
Zm00001d031009,Zm00001d009872
Zm00001d043378,Zm00001d020225
Zm00001d028999,Zm00001d021936
Zm00001d024701,Zm00001d026351
Zm00001d005892,Zm00001d033385
Zm00001d011527,Zm00001d027533
Zm00001d045112,Zm00001d021869
Zm00001d026203,Zm00001d038216
Zm00001d040090,Zm00001d020384
Zm00001d050247,Zm00001d047579
Zm00001d043696,Zm00001d054089
Zm00001d047356,Zm00001d029072
Zm00001d018930,Zm00001d038688
Zm00001d034503,Zm00001d049623
Zm00001d003331,Zm00001d048366
Zm00001d005100,Zm00001d048095
Zm00001d031451,Zm00001d007975
Zm00001d017409,Zm00001d034112
Zm00001d048527,Zm00001d036177
Zm00001d031725,Zm00001d001862
Zm00001d022525,Zm00001d008222
Zm00001d024324,Zm00001d028406
Zm00001d018930,Zm00001d027479
Zm00001d039324,Zm00001d027988
