,V1,V2,
19821,Zm00001d028530,2,0
19822,Zm00001d051447,7,0
19823,Zm00001d048553,3,0
19824,Zm00001d046517,2,1
19825,Zm00001d028088,1,0
19826,Zm00001d038112,2,0
19827,Zm00001d021648,2,0
19828,Zm00001d006582,1,0
19829,Zm00001d027468,1,0
19830,Zm00001d025551,1,0
19831,Zm00001d039677,1,0
19832,Zm00001d040493,5,0
19833,Zm00001d043881,7,0
19834,Zm00001d017024,2,0
19835,Zm00001d039287,1,0
19836,Zm00001d045732,2,0
19837,Zm00001d051342,2,0
19838,Zm00001d008398,1,0
19839,Zm00001d051526,2,0
19840,Zm00001d007790,2,0
19841,Zm00001d032267,6,0
19842,Zm00001d022579,5,0
19843,Zm00001d006440,1,0
19844,Zm00001d051823,1,0
19845,Zm00001d014792,8,0
19846,Zm00001d043853,5,0
19847,Zm00001d043016,6,0
19848,Zm00001d016486,1,0
19849,Zm00001d025886,5,0
19850,Zm00001d024154,2,0
19851,Zm00001d031939,1,0
19852,Zm00001d039918,1,0
19853,Zm00001d012930,5,0
19854,Zm00001d040172,7,0
19855,Zm00001d033780,6,0
19856,Zm00001d045511,2,0
19857,Zm00001d016572,1,0
19858,Zm00001d033982,1,0
19859,Zm00001d003357,5,0
19860,Zm00001d049526,1,0
19861,Zm00001d013392,1,0
19862,Zm00001d048432,1,0
19863,Zm00001d046467,1,0
19864,Zm00001d053260,1,0
19865,Zm00001d044391,1,0
19866,Zm00001d050365,3,1
19867,Zm00001d011394,2,0
19868,Zm00001d050616,4,0
19869,Zm00001d006552,1,0
19870,Zm00001d045451,1,0
19871,Zm00001d022316,8,0
19872,Zm00001d022479,8,0
19873,Zm00001d048220,5,0
19874,Zm00001d020510,6,0
19875,Zm00001d034244,1,0
19876,Zm00001d024886,8,0
19877,Zm00001d026584,3,0
19878,Zm00001d053565,1,0
19879,Zm00001d019561,1,0
19880,Zm00001d043231,6,1
19881,Zm00001d030933,2,0
19882,Zm00001d031852,3,0
19883,Zm00001d032830,1,0
19884,Zm00001d046521,7,0
19885,Zm00001d041915,2,0
19886,Zm00001d045559,1,0
19887,Zm00001d040470,6,0
19888,Zm00001d039684,2,0
19889,Zm00001d045314,1,0
19890,Zm00001d019091,1,0
19891,Zm00001d036315,1,0
19892,Zm00001d005043,1,0
19893,Zm00001d034350,1,0
19894,Zm00001d006791,2,1
19895,Zm00001d041829,2,0
19896,Zm00001d017352,1,0
19897,Zm00001d023880,6,0
19898,Zm00001d023808,1,0
19899,Zm00001d033149,1,0
19900,Zm00001d042282,7,0
19901,Zm00001d047078,5,0
19902,Zm00001d036507,1,0
19903,Zm00001d034183,8,0
19904,Zm00001d002817,1,0
19905,Zm00001d053835,2,0
19906,Zm00001d049507,1,0
19907,Zm00001d032111,3,0
19908,Zm00001d044754,1,0
19909,Zm00001d037268,1,0
19910,Zm00001d036337,2,0
19911,Zm00001d034462,2,0
19912,Zm00001d044844,7,0
19913,Zm00001d033584,4,0
19914,Zm00001d008054,3,0
19915,Zm00001d041600,3,0
19916,Zm00001d016305,1,0
19917,Zm00001d047367,2,0
19918,Zm00001d006309,5,0
19919,Zm00001d021357,7,0
19920,Zm00001d028425,1,0
19921,Zm00001d043247,2,0
19922,Zm00001d024627,1,1
19923,Zm00001d039712,6,0
19924,Zm00001d014065,2,0
19925,Zm00001d015009,1,0
19926,Zm00001d002553,2,0
19927,Zm00001d048180,8,0
19928,Zm00001d011628,2,0
19929,Zm00001d007610,3,0
19930,Zm00001d043013,5,0
19931,Zm00001d051910,8,0
19932,Zm00001d029728,1,0
19933,Zm00001d052218,1,0
19934,Zm00001d053888,2,0
19935,Zm00001d002305,2,0
19936,Zm00001d036389,2,0
19937,Zm00001d046214,1,0
19938,Zm00001d007793,2,0
19939,Zm00001d007878,7,0
19940,Zm00001d021376,1,1
19941,Zm00001d004118,1,0
19942,Zm00001d031774,2,0
19943,Zm00001d031024,7,0
19944,Zm00001d044447,6,0
19945,Zm00001d010490,1,0
19946,Zm00001d053028,6,0
19947,Zm00001d011604,2,0
19948,Zm00001d009518,2,0
19949,Zm00001d012821,1,0
19950,Zm00001d003101,1,0
19951,Zm00001d017603,8,0
19952,Zm00001d005788,8,1
19953,Zm00001d034490,1,0
19954,Zm00001d044869,1,0
19955,Zm00001d003529,2,0
19956,Zm00001d028736,1,0
19957,Zm00001d044034,5,0
19958,Zm00001d011155,1,0
19959,Zm00001d020476,1,0
19960,Zm00001d012699,1,0
19961,Zm00001d034434,2,0
19962,Zm00001d007767,1,0
19963,Zm00001d007035,3,0
19964,Zm00001d038686,2,0
19965,Zm00001d007522,1,0
19966,Zm00001d023946,1,0
19967,Zm00001d013486,1,0
19968,Zm00001d009760,1,0
19969,Zm00001d021128,1,0
19970,Zm00001d034534,5,0
19971,Zm00001d039608,1,0
19972,Zm00001d019181,1,0
19973,Zm00001d026352,6,0
19974,Zm00001d016704,8,0
19975,Zm00001d033895,1,0
19976,Zm00001d002684,1,0
19977,Zm00001d048115,1,0
19978,Zm00001d053628,1,0
19979,Zm00001d012785,2,0
19980,Zm00001d042395,4,0
19981,Zm00001d048577,2,0
19982,Zm00001d023321,1,0
19983,Zm00001d049082,6,0
19984,Zm00001d021528,2,1
19985,Zm00001d001250,2,0
19986,Zm00001d002889,1,0
19987,Zm00001d036609,2,0
19988,Zm00001d004428,2,0
19989,Zm00001d033015,8,0
19990,Zm00001d037962,1,0
19991,Zm00001d048868,6,0
19992,Zm00001d004099,1,0
19993,Zm00001d034733,1,0
19994,Zm00001d019090,1,0
19995,Zm00001d003786,1,0
19996,Zm00001d031473,1,0
19997,Zm00001d037785,1,0
19998,Zm00001d005248,2,0
19999,Zm00001d045504,2,0
20000,Zm00001d049796,8,0
20001,Zm00001d047382,8,0
20002,Zm00001d009740,6,0
20003,Zm00001d005638,1,0
20004,Zm00001d014880,8,0
20005,Zm00001d013765,1,0
20006,Zm00001d025031,1,0
20007,Zm00001d022021,4,0
20008,Zm00001d013477,3,0
20009,Zm00001d026257,2,0
20010,Zm00001d045675,7,0
20011,Zm00001d026484,2,0
20012,Zm00001d049853,5,0
20013,Zm00001d042506,1,0
20014,Zm00001d022378,1,0
20015,Zm00001d002937,2,0
20016,Zm00001d004713,6,0
20017,Zm00001d013257,2,0
20018,Zm00001d033068,5,0
20019,Zm00001d014903,5,0
20020,Zm00001d037904,2,0
20021,Zm00001d017504,6,0
20022,Zm00001d012674,8,0
20023,Zm00001d014175,7,0
20024,Zm00001d051553,8,0
20025,Zm00001d034879,1,0
20026,Zm00001d002051,6,0
20027,Zm00001d032591,1,0
20028,Zm00001d023724,8,0
20029,Zm00001d047217,1,0
20030,Zm00001d018887,1,1
20031,Zm00001d019338,2,0
20032,Zm00001d013609,6,0
20033,Zm00001d047739,1,0
20034,Zm00001d048183,7,0
20035,Zm00001d043037,3,0
20036,Zm00001d044474,6,0
20037,Zm00001d054002,1,0
20038,Zm00001d018072,3,0
20039,Zm00001d045358,1,0
20040,Zm00001d045744,1,0
20041,Zm00001d041759,1,0
20042,Zm00001d005072,1,0
20043,Zm00001d017475,1,0
20044,Zm00001d042089,2,0
20045,Zm00001d033175,1,0
20046,Zm00001d012991,1,0
20047,Zm00001d042317,2,0
20048,Zm00001d012387,5,0
20049,Zm00001d049651,7,1
20050,Zm00001d008428,1,0
20051,Zm00001d007096,1,0
20052,Zm00001d050093,5,0
20053,Zm00001d031874,2,0
20054,Zm00001d018431,5,0
20055,Zm00001d023689,1,0
20056,Zm00001d031205,6,0
20057,Zm00001d040544,4,0
20058,Zm00001d047531,1,0
20059,Zm00001d019948,1,0
20060,Zm00001d030772,2,0
20061,Zm00001d023324,5,0
20062,Zm00001d042483,2,0
20063,Zm00001d028954,7,0
20064,Zm00001d034320,1,0
20065,Zm00001d006762,1,0
20066,Zm00001d009077,1,0
20067,Zm00001d049726,4,0
20068,Zm00001d002598,3,0
20069,Zm00001d047601,3,0
20070,Zm00001d020051,1,0
20071,Zm00001d026593,1,0
20072,Zm00001d002617,1,0
20073,Zm00001d009391,6,0
20074,Zm00001d045760,2,0
20075,Zm00001d025085,1,0
20076,Zm00001d029370,2,0
20077,Zm00001d011130,8,0
20078,Zm00001d043410,1,0
20079,Zm00001d014158,1,0
20080,Zm00001d027962,6,0
20081,Zm00001d013424,6,0
20082,Zm00001d021526,7,0
20083,Zm00001d044428,5,0
20084,Zm00001d016179,6,0
20085,Zm00001d003658,6,0
20086,Zm00001d030739,6,0
20087,Zm00001d038752,1,0
20088,Zm00001d043098,4,0
20089,Zm00001d050056,1,0
20090,Zm00001d001340,5,0
20091,Zm00001d015269,1,0
20092,Zm00001d022860,4,0
20093,Zm00001d050191,6,0
20094,Zm00001d040508,5,0
20095,Zm00001d040834,2,0
20096,Zm00001d006084,7,0
20097,Zm00001d012132,2,0
20098,Zm00001d038175,2,0
20099,Zm00001d053803,2,0
20100,Zm00001d006433,8,0
20101,Zm00001d012865,1,0
20102,Zm00001d039568,8,0
20103,Zm00001d034044,1,0
20104,Zm00001d046624,1,0
20105,Zm00001d025252,8,0
20106,Zm00001d016159,1,0
20107,Zm00001d002968,6,0
20108,Zm00001d038431,1,0
20109,Zm00001d034033,1,0
20110,Zm00001d048660,5,0
20111,Zm00001d037042,1,0
20112,Zm00001d021123,3,0
20113,Zm00001d036013,1,0
20114,Zm00001d027956,7,0
20115,Zm00001d023580,8,0
20116,Zm00001d037175,2,0
20117,Zm00001d037985,1,0
20118,Zm00001d017840,1,0
20119,Zm00001d029832,1,0
20120,Zm00001d033309,1,0
20121,Zm00001d022124,1,0
20122,Zm00001d025327,1,0
20123,Zm00001d052992,5,0
20124,Zm00001d041961,7,0
20125,Zm00001d033955,1,0
20126,Zm00001d011885,1,0
20127,Zm00001d003613,1,0
20128,Zm00001d017164,1,1
20129,Zm00001d024933,1,0
20130,Zm00001d026645,1,0
20131,Zm00001d048126,1,0
20132,Zm00001d013361,1,0
20133,Zm00001d007600,8,0
20134,Zm00001d003242,1,0
20135,Zm00001d035050,7,0
20136,Zm00001d034518,7,0
20137,Zm00001d008345,1,0
20138,Zm00001d030756,2,0
20139,Zm00001d013094,1,1
20140,Zm00001d033571,7,0
20141,Zm00001d042776,5,0
20142,Zm00001d053579,5,0
20143,Zm00001d003400,6,0
20144,Zm00001d051337,1,0
20145,Zm00001d043526,1,0
20146,Zm00001d016518,3,0
20147,Zm00001d050184,1,0
20148,Zm00001d020973,2,0
20149,Zm00001d009552,1,0
20150,Zm00001d036489,2,0
20151,Zm00001d007162,2,0
20152,Zm00001d035285,2,0
20153,Zm00001d006384,1,0
20154,Zm00001d011991,1,0
20155,Zm00001d052800,1,0
20156,Zm00001d043301,6,0
20157,Zm00001d034719,1,0
20158,Zm00001d026347,1,0
20159,Zm00001d002455,2,0
20160,Zm00001d037806,3,0
20161,Zm00001d031676,1,0
20162,Zm00001d015635,1,0
20163,Zm00001d002768,6,0
20164,Zm00001d019706,1,0
20165,Zm00001d027352,1,0
20166,Zm00001d019132,8,0
20167,Zm00001d010842,1,1
20168,Zm00001d020448,6,0
20169,Zm00001d012690,6,0
20170,Zm00001d016407,1,0
20171,Zm00001d017351,1,0
20172,Zm00001d015301,2,0
20173,Zm00001d021021,1,0
20174,Zm00001d021553,1,0
20175,Zm00001d008903,2,0
20176,Zm00001d014615,5,0
20177,Zm00001d025628,1,0
20178,Zm00001d030262,8,0
20179,Zm00001d007214,7,0
20180,Zm00001d034074,6,0
20181,Zm00001d051251,2,0
20182,Zm00001d024521,1,0
20183,Zm00001d018135,3,0
20184,Zm00001d012786,2,0
20185,Zm00001d033330,7,0
20186,Zm00001d013023,1,0
20187,Zm00001d014417,1,0
20188,Zm00001d006435,2,0
20189,Zm00001d053674,6,0
20190,Zm00001d020892,8,0
20191,Zm00001d015344,1,0
20192,Zm00001d006043,4,0
20193,Zm00001d004976,3,0
20194,Zm00001d006194,1,0
20195,Zm00001d018668,1,0
20196,Zm00001d045948,5,0
20197,Zm00001d045128,7,1
20198,Zm00001d052781,5,1
20199,Zm00001d048343,1,0
20200,Zm00001d033278,1,0
20201,Zm00001d052198,7,0
20202,Zm00001d027969,1,0
20203,Zm00001d042128,1,0
20204,Zm00001d007821,1,0
20205,Zm00001d012888,5,0
20206,Zm00001d018705,8,0
20207,Zm00001d048190,1,0
20208,Zm00001d047385,1,1
20209,Zm00001d012340,1,0
20210,Zm00001d010808,8,0
20211,Zm00001d045184,5,0
20212,Zm00001d005458,2,0
20213,Zm00001d009231,6,0
20214,Zm00001d022617,7,0
20215,Zm00001d041108,1,0
20216,Zm00001d015383,6,0
20217,Zm00001d010491,1,0
20218,Zm00001d043348,8,0
20219,Zm00001d015047,2,0
20220,Zm00001d028252,2,0
20221,Zm00001d037557,1,0
20222,Zm00001d012855,1,0
20223,Zm00001d028641,6,0
20224,Zm00001d046112,7,0
20225,Zm00001d026547,1,0
20226,Zm00001d052030,1,0
20227,Zm00001d037481,8,0
20228,Zm00001d016694,2,0
20229,Zm00001d049514,2,0
20230,Zm00001d037034,5,0
20231,Zm00001d048162,7,0
20232,Zm00001d034568,1,0
20233,Zm00001d022313,1,0
20234,Zm00001d019041,1,0
20235,Zm00001d052844,2,0
20236,Zm00001d041229,1,0
20237,Zm00001d045894,1,0
20238,Zm00001d024841,8,0
20239,Zm00001d012653,1,0
20240,Zm00001d003109,1,0
20241,Zm00001d046553,1,0
20242,Zm00001d037546,1,0
20243,Zm00001d053552,1,0
20244,Zm00001d014505,2,0
20245,Zm00001d018082,4,0
20246,Zm00001d025273,6,0
20247,Zm00001d014148,2,0
20248,Zm00001d023323,1,0
20249,Zm00001d007430,7,0
20250,Zm00001d010925,5,0
20251,Zm00001d009997,1,0
20252,Zm00001d034866,3,0
20253,Zm00001d049821,2,0
20254,Zm00001d047823,2,0
20255,Zm00001d019446,3,0
20256,Zm00001d037010,7,0
20257,Zm00001d028119,2,0
20258,Zm00001d003217,5,0
20259,Zm00001d005108,1,0
20260,Zm00001d036443,6,0
20261,Zm00001d018939,6,0
20262,Zm00001d028261,1,0
20263,Zm00001d007559,1,0
20264,Zm00001d037291,8,0
20265,Zm00001d048212,2,0
20266,Zm00001d042250,1,0
20267,Zm00001d003675,2,0
20268,Zm00001d030867,2,0
20269,Zm00001d052040,2,0
20270,Zm00001d010702,1,0
20271,Zm00001d017604,7,0
20272,Zm00001d026795,6,0
20273,Zm00001d037254,1,0
20274,Zm00001d009260,2,0
20275,Zm00001d028142,1,0
20276,Zm00001d039729,1,0
20277,Zm00001d011224,1,0
20278,Zm00001d014523,2,0
20279,Zm00001d047782,2,0
20280,Zm00001d033575,1,0
20281,Zm00001d013420,1,0
20282,Zm00001d046950,7,0
20283,Zm00001d051122,2,0
20284,Zm00001d007341,2,0
20285,Zm00001d044188,1,0
20286,Zm00001d041917,1,0
20287,Zm00001d027752,1,1
20288,Zm00001d037710,7,0
20289,Zm00001d030657,1,0
20290,Zm00001d035869,1,0
20291,Zm00001d007135,2,0
20292,Zm00001d045133,2,0
20293,Zm00001d018533,6,0
20294,Zm00001d040357,1,0
20295,Zm00001d015290,1,0
20296,Zm00001d054038,8,1
20297,Zm00001d014005,1,0
20298,Zm00001d018746,2,0
20299,Zm00001d015396,2,0
20300,Zm00001d036193,1,0
20301,Zm00001d011266,8,0
20302,Zm00001d044292,7,0
20303,Zm00001d047349,6,0
20304,Zm00001d025509,2,0
20305,Zm00001d047683,1,0
20306,Zm00001d041884,1,0
20307,Zm00001d008852,2,0
20308,Zm00001d000871,2,0
20309,Zm00001d011079,8,0
20310,Zm00001d006274,2,0
20311,Zm00001d049054,1,0
20312,Zm00001d012003,6,0
20313,Zm00001d020262,2,0
20314,Zm00001d016916,1,0
20315,Zm00001d037596,7,0
20316,Zm00001d048205,1,0
20317,Zm00001d001923,1,0
20318,Zm00001d028160,7,0
20319,Zm00001d035722,1,0
20320,Zm00001d039243,8,0
20321,Zm00001d048364,1,0
20322,Zm00001d040392,1,0
20323,Zm00001d019356,5,0
20324,Zm00001d053608,6,0
20325,Zm00001d053802,2,0
20326,Zm00001d009669,1,0
20327,Zm00001d047713,1,0
20328,Zm00001d028654,2,0
20329,Zm00001d043152,3,0
20330,Zm00001d028735,1,0
20331,Zm00001d007050,6,1
20332,Zm00001d017512,2,0
20333,Zm00001d004015,7,0
20334,Zm00001d005308,1,0
20335,Zm00001d046153,2,0
20336,Zm00001d023331,6,0
20337,Zm00001d029462,3,0
20338,Zm00001d051233,1,0
20339,Zm00001d040612,1,0
20340,Zm00001d033731,6,0
20341,Zm00001d043045,7,0
20342,Zm00001d023333,1,0
20343,Zm00001d044422,2,0
20344,Zm00001d027416,6,0
20345,Zm00001d016002,1,0
20346,Zm00001d034510,1,0
20347,Zm00001d038960,6,0
20348,Zm00001d002615,1,0
20349,Zm00001d016469,6,0
20350,Zm00001d037609,2,0
20351,Zm00001d042039,6,0
20352,Zm00001d027296,1,0
20353,Zm00001d032604,1,0
20354,Zm00001d011138,1,1
20355,Zm00001d045049,1,0
20356,Zm00001d025962,2,0
20357,ENSRNA049464954,1,0
20358,Zm00001d024463,1,0
20359,Zm00001d017883,1,0
20360,Zm00001d011117,8,0
20361,Zm00001d010516,1,0
20362,Zm00001d051431,1,0
20363,Zm00001d015057,6,0
20364,Zm00001d028642,1,0
20365,Zm00001d053891,6,0
20366,Zm00001d035723,8,0
20367,Zm00001d002006,1,0
20368,Zm00001d019083,4,0
20369,Zm00001d014763,6,0
20370,Zm00001d032656,1,0
20371,Zm00001d033749,2,0
20372,Zm00001d028257,1,0
20373,Zm00001d002524,4,0
20374,Zm00001d041073,1,0
20375,Zm00001d012540,7,0
20376,Zm00001d036802,7,1
20377,Zm00001d033409,2,0
20378,Zm00001d029717,2,0
20379,Zm00001d001882,1,0
20380,Zm00001d012811,1,0
20381,Zm00001d023416,2,0
20382,Zm00001d030998,5,0
20383,Zm00001d018409,1,0
20384,Zm00001d027315,3,0
20385,Zm00001d021614,7,0
20386,Zm00001d001087,1,0
20387,Zm00001d010855,1,0
20388,Zm00001d011950,1,0
20389,Zm00001d004867,5,0
20390,Zm00001d030157,1,0
20391,Zm00001d036537,2,0
20392,Zm00001d021954,1,0
20393,Zm00001d014704,7,0
20394,Zm00001d029841,2,0
20395,Zm00001d025397,2,0
20396,Zm00001d021822,2,0
20397,Zm00001d005157,1,0
20398,Zm00001d025099,4,0
20399,Zm00001d004790,7,0
20400,Zm00001d046118,1,0
20401,Zm00001d016831,6,0
20402,Zm00001d051081,7,0
20403,Zm00001d051599,7,0
20404,Zm00001d014759,7,0
20405,Zm00001d029033,2,0
20406,Zm00001d017872,8,0
20407,Zm00001d026439,8,0
20408,Zm00001d026193,6,0
20409,Zm00001d038363,8,0
20410,Zm00001d024384,2,0
20411,Zm00001d013737,7,0
20412,Zm00001d003602,1,0
20413,Zm00001d009627,1,0
20414,Zm00001d052325,1,0
20415,Zm00001d047502,1,0
20416,Zm00001d008233,1,0
20417,Zm00001d042954,6,0
20418,Zm00001d017340,1,0
20419,Zm00001d052321,1,0
20420,Zm00001d002328,2,0
20421,Zm00001d005501,1,0
20422,Zm00001d038134,6,0
20423,Zm00001d027324,1,0
20424,Zm00001d052474,7,0
20425,Zm00001d012265,7,0
20426,Zm00001d011412,6,0
20427,Zm00001d012529,1,0
20428,Zm00001d037084,1,0
20429,Zm00001d053838,1,0
20430,Zm00001d025111,1,0
20431,Zm00001d037582,3,0
20432,Zm00001d013590,1,0
20433,Zm00001d005980,1,0
20434,Zm00001d044312,1,0
20435,Zm00001d051064,5,0
20436,Zm00001d046700,1,0
20437,Zm00001d008909,8,0
20438,Zm00001d022998,8,0
20439,Zm00001d012848,1,0
20440,Zm00001d037659,1,0
20441,Zm00001d054078,2,0
20442,Zm00001d028552,1,0
20443,Zm00001d052443,7,0
20444,Zm00001d006219,1,0
20445,Zm00001d042504,2,0
20446,Zm00001d003473,1,0
20447,Zm00001d024005,2,0
20448,Zm00001d025885,5,0
20449,Zm00001d021343,1,0
20450,Zm00001d021401,2,0
20451,Zm00001d048784,2,0
20452,Zm00001d010128,2,0
20453,Zm00001d026239,1,0
20454,Zm00001d025132,1,0
20455,Zm00001d017398,1,0
20456,Zm00001d035663,7,0
20457,Zm00001d018208,6,1
20458,Zm00001d034103,1,0
20459,Zm00001d013416,8,0
20460,Zm00001d039664,8,0
20461,Zm00001d014356,2,0
20462,Zm00001d038202,7,0
20463,Zm00001d027271,1,0
20464,Zm00001d032606,2,0
20465,Zm00001d033945,6,1
20466,Zm00001d034832,6,0
20467,Zm00001d050021,2,0
20468,Zm00001d034351,7,0
20469,Zm00001d009940,1,0
20470,Zm00001d025140,1,0
20471,Zm00001d027903,1,0
20472,Zm00001d046900,1,0
20473,Zm00001d026598,1,0
20474,Zm00001d021598,7,0
20475,Zm00001d016380,2,0
20476,Zm00001d028535,8,0
20477,Zm00001d041488,1,0
20478,Zm00001d013819,1,0
20479,Zm00001d011540,5,0
20480,Zm00001d038841,2,0
20481,Zm00001d036825,7,0
20482,Zm00001d041995,6,0
20483,Zm00001d035628,2,0
20484,Zm00001d004481,2,0
20485,Zm00001d049516,2,1
20486,Zm00001d007158,3,0
20487,Zm00001d013678,2,0
20488,Zm00001d041075,2,0
20489,Zm00001d028218,8,0
20490,Zm00001d029754,1,0
20491,Zm00001d009286,3,0
20492,Zm00001d030906,2,0
20493,Zm00001d034336,7,0
20494,Zm00001d020292,1,0
20495,Zm00001d017029,1,0
20496,Zm00001d045889,1,0
20497,Zm00001d045213,6,0
20498,Zm00001d034650,1,0
20499,Zm00001d017177,1,0
20500,Zm00001d034682,1,0
20501,Zm00001d051126,1,0
20502,Zm00001d001798,1,0
20503,Zm00001d032328,1,1
20504,Zm00001d031643,1,0
20505,Zm00001d015399,1,0
20506,Zm00001d003765,6,0
20507,Zm00001d007085,7,0
20508,Zm00001d009541,1,0
20509,Zm00001d008437,1,0
20510,Zm00001d015364,1,0
20511,Zm00001d002567,2,0
20512,Zm00001d029375,1,0
20513,Zm00001d039932,2,0
20514,Zm00001d040851,2,0
20515,Zm00001d011136,2,0
20516,Zm00001d023381,8,0
20517,Zm00001d037956,2,0
20518,Zm00001d023121,2,0
20519,Zm00001d036993,2,0
20520,Zm00001d016544,1,0
20521,Zm00001d038899,2,0
20522,Zm00001d028839,5,0
20523,Zm00001d040026,8,0
20524,Zm00001d050959,5,1
20525,Zm00001d018532,1,0
20526,Zm00001d011427,1,0
20527,Zm00001d004821,1,0
20528,Zm00001d014944,1,0
20529,Zm00001d002231,2,0
20530,Zm00001d011850,1,0
20531,Zm00001d007234,6,0
20532,Zm00001d043923,7,0
20533,Zm00001d039546,2,0
20534,Zm00001d021506,8,0
20535,Zm00001d013282,1,0
20536,Zm00001d028964,1,0
20537,Zm00001d013027,1,0
20538,Zm00001d009352,1,0
20539,Zm00001d031986,3,0
20540,Zm00001d013338,2,0
20541,Zm00001d047183,1,0
20542,Zm00001d042820,1,0
20543,Zm00001d029226,8,0
20544,Zm00001d015082,1,0
20545,Zm00001d012097,1,0
20546,Zm00001d008859,6,0
20547,Zm00001d005650,1,0
20548,Zm00001d042751,5,0
20549,Zm00001d025658,1,0
20550,Zm00001d002042,5,0
20551,Zm00001d018659,1,0
20552,Zm00001d012831,1,0
20553,Zm00001d052880,6,0
20554,Zm00001d033164,8,0
20555,Zm00001d018481,8,0
20556,Zm00001d030677,1,0
20557,Zm00001d036204,2,0
20558,Zm00001d014946,1,0
20559,Zm00001d046613,1,0
20560,Zm00001d052934,2,0
20561,Zm00001d047794,1,0
20562,Zm00001d036702,1,0
20563,Zm00001d006910,1,0
20564,Zm00001d006041,1,0
20565,Zm00001d003302,1,0
20566,Zm00001d016552,2,0
20567,Zm00001d026030,1,0
20568,Zm00001d042980,5,0
20569,Zm00001d053128,1,0
20570,Zm00001d047347,2,0
20571,Zm00001d014093,6,0
20572,Zm00001d006797,1,0
20573,Zm00001d025474,3,0
20574,Zm00001d007811,2,0
20575,Zm00001d021681,2,0
20576,Zm00001d015433,1,0
20577,Zm00001d011119,6,0
20578,Zm00001d026702,4,0
20579,Zm00001d007908,5,0
20580,Zm00001d025167,8,0
20581,Zm00001d046742,1,0
20582,Zm00001d048765,2,0
20583,Zm00001d048551,1,0
20584,Zm00001d007772,8,0
20585,Zm00001d025581,1,0
20586,Zm00001d027334,1,0
20587,Zm00001d013821,1,0
20588,Zm00001d032010,2,0
20589,Zm00001d041333,2,0
20590,Zm00001d034432,1,0
20591,Zm00001d013943,2,0
20592,Zm00001d021218,2,0
20593,Zm00001d009522,1,0
20594,Zm00001d007746,7,0
20595,Zm00001d013523,7,0
20596,Zm00001d032739,1,0
20597,Zm00001d030774,1,0
20598,Zm00001d008479,2,0
20599,Zm00001d052426,2,0
20600,Zm00001d018770,3,0
20601,Zm00001d018246,1,0
20602,Zm00001d010908,1,0
20603,Zm00001d012439,6,0
20604,Zm00001d043595,7,0
20605,Zm00001d048003,2,0
20606,Zm00001d009542,1,0
20607,Zm00001d016479,1,0
20608,Zm00001d050253,1,0
20609,Zm00001d049185,2,0
20610,Zm00001d017434,2,0
20611,Zm00001d047034,7,0
20612,Zm00001d004960,5,0
20613,Zm00001d028481,1,0
20614,Zm00001d044511,1,0
20615,Zm00001d027811,1,0
20616,Zm00001d034833,1,0
20617,Zm00001d050970,7,0
20618,Zm00001d005881,6,0
20619,Zm00001d045895,2,0
20620,Zm00001d030280,2,0
20621,Zm00001d006722,7,0
20622,Zm00001d034080,1,0
20623,Zm00001d044251,1,0
20624,Zm00001d043337,8,0
20625,Zm00001d006401,1,0
20626,Zm00001d016922,2,0
20627,Zm00001d026704,8,0
20628,Zm00001d049408,2,0
20629,Zm00001d029672,2,0
20630,Zm00001d021203,1,0
20631,Zm00001d015180,1,0
20632,Zm00001d008750,7,0
20633,Zm00001d008388,1,0
20634,Zm00001d053104,1,0
20635,Zm00001d039670,1,0
20636,Zm00001d051660,3,0
20637,Zm00001d010478,1,0
20638,Zm00001d036213,1,0
20639,Zm00001d003631,2,0
20640,Zm00001d020742,2,0
20641,Zm00001d032181,6,0
20642,Zm00001d045109,1,0
20643,Zm00001d028780,2,0
20644,Zm00001d026031,1,0
20645,Zm00001d034516,6,0
20646,Zm00001d043057,7,0
20647,Zm00001d045318,2,0
20648,Zm00001d009844,5,0
20649,Zm00001d029086,7,0
20650,Zm00001d026255,5,0
20651,Zm00001d038999,1,0
20652,Zm00001d053211,1,0
20653,Zm00001d007174,6,0
20654,Zm00001d021202,1,0
20655,Zm00001d019344,1,0
20656,Zm00001d005732,1,0
20657,Zm00001d009600,1,0
20658,Zm00001d008870,6,0
20659,Zm00001d042530,1,0
20660,Zm00001d000603,2,0
20661,Zm00001d011334,1,0
20662,Zm00001d045042,1,0
20663,Zm00001d016531,8,0
20664,Zm00001d014580,1,0
20665,Zm00001d008434,8,0
20666,Zm00001d015714,1,0
20667,Zm00001d014330,2,0
20668,Zm00001d038470,2,0
20669,Zm00001d001109,1,0
20670,Zm00001d024573,1,0
20671,Zm00001d026302,8,0
20672,Zm00001d041495,6,0
20673,Zm00001d009513,1,0
20674,Zm00001d045488,3,0
20675,Zm00001d042827,1,0
20676,Zm00001d012252,7,0
20677,Zm00001d021999,1,0
20678,Zm00001d019034,1,0
20679,Zm00001d042117,1,0
20680,Zm00001d026541,8,0
20681,Zm00001d038595,2,0
20682,Zm00001d030947,8,0
20683,Zm00001d051088,5,0
20684,Zm00001d009181,2,0
20685,Zm00001d033349,2,0
20686,Zm00001d007159,2,0
20687,Zm00001d013485,1,0
20688,Zm00001d037934,1,0
20689,Zm00001d045096,3,0
20690,Zm00001d009580,1,0
20691,Zm00001d003954,3,0
20692,Zm00001d051688,1,0
20693,Zm00001d031328,8,0
20694,Zm00001d002481,2,0
