,V1,V2,
6232,Zm00001d029180,1,0
6233,Zm00001d016719,5,0
6234,Zm00001d030548,3,0
6235,Zm00001d017534,3,0
6236,Zm00001d042600,6,0
6237,Zm00001d048133,1,0
6238,Zm00001d043278,3,0
6239,Zm00001d043181,3,0
6240,Zm00001d043587,3,0
6241,Zm00001d021448,6,0
6242,Zm00001d025892,3,0
6243,Zm00001d037494,6,0
6244,Zm00001d011851,1,0
6245,Zm00001d032552,5,0
6246,Zm00001d021301,4,0
6247,Zm00001d012302,3,0
6248,Zm00001d008517,6,0
6249,Zm00001d046363,8,0
6250,Zm00001d002069,3,0
6251,Zm00001d023477,3,0
6252,Zm00001d037471,6,0
6253,Zm00001d027948,5,0
6254,Zm00001d020961,4,0
6255,Zm00001d016690,8,0
6256,Zm00001d042619,4,0
6257,Zm00001d013781,4,0
6258,Zm00001d038291,3,0
6259,Zm00001d004491,7,0
6260,Zm00001d029280,5,0
6261,Zm00001d024695,2,0
6262,Zm00001d006374,4,0
6263,Zm00001d047689,6,0
6264,Zm00001d044564,4,0
6265,Zm00001d018149,3,0
6266,Zm00001d023249,1,0
6267,Zm00001d025234,6,0
6268,Zm00001d023768,5,0
6269,Zm00001d028408,2,0
6270,Zm00001d034856,4,0
6271,Zm00001d052731,4,0
6272,Zm00001d019624,1,0
6273,Zm00001d015011,2,0
6274,Zm00001d002733,7,0
6275,Zm00001d049786,4,0
6276,Zm00001d011965,1,0
6277,Zm00001d017780,6,0
6278,Zm00001d019520,3,0
6279,Zm00001d004072,4,0
6280,Zm00001d012505,5,1
6281,Zm00001d028585,8,0
6282,Zm00001d052054,6,0
6283,Zm00001d044573,7,0
6284,Zm00001d042309,1,0
6285,Zm00001d031063,8,0
6286,Zm00001d034639,3,1
6287,Zm00001d052509,3,0
6288,Zm00001d021935,3,0
6289,Zm00001d008588,1,0
6290,Zm00001d002568,4,0
6291,Zm00001d028798,7,0
6292,Zm00001d043220,5,0
6293,Zm00001d007397,5,0
6294,Zm00001d035975,1,0
6295,Zm00001d020653,8,0
6296,Zm00001d051838,1,1
6297,Zm00001d040717,6,0
6298,Zm00001d013782,4,0
6299,Zm00001d029946,6,0
6300,Zm00001d006327,4,0
6301,Zm00001d040125,4,0
6302,Zm00001d047170,8,1
6303,Zm00001d016298,8,1
6304,Zm00001d039638,6,0
6305,Zm00001d034126,6,0
6306,Zm00001d012005,4,1
6307,Zm00001d033985,8,0
6308,Zm00001d013654,6,0
6309,Zm00001d015092,7,0
6310,Zm00001d047667,4,0
6311,Zm00001d003612,8,0
6312,Zm00001d028917,6,0
6313,Zm00001d044089,1,0
6314,Zm00001d040788,1,0
6315,Zm00001d020772,6,0
6316,Zm00001d015519,8,0
6317,Zm00001d028586,6,0
6318,Zm00001d002662,6,0
6319,Zm00001d050967,1,0
6320,Zm00001d012379,7,1
6321,Zm00001d008907,7,0
6322,Zm00001d043174,4,0
6323,Zm00001d017650,6,0
6324,Zm00001d018362,8,0
6325,Zm00001d025203,6,0
6326,Zm00001d040117,6,0
6327,Zm00001d017607,1,0
6328,Zm00001d052667,7,0
6329,Zm00001d029077,1,0
6330,Zm00001d036968,1,0
6331,Zm00001d031662,3,1
6332,Zm00001d028814,4,0
6333,Zm00001d029669,3,0
6334,Zm00001d039263,6,0
6335,Zm00001d047066,6,0
6336,Zm00001d039879,6,0
6337,Zm00001d034164,6,0
6338,Zm00001d002609,6,0
6339,Zm00001d040850,8,0
6340,Zm00001d013707,6,0
6341,Zm00001d043179,5,0
6342,Zm00001d016294,3,0
6343,Zm00001d035609,3,1
6344,Zm00001d024925,7,0
6345,Zm00001d044420,6,0
6346,Zm00001d043469,5,0
6347,Zm00001d049165,4,1
6348,Zm00001d051448,7,0
6349,Zm00001d047672,3,0
6350,Zm00001d035694,6,0
6351,Zm00001d035236,5,0
6352,Zm00001d044508,5,0
6353,Zm00001d005392,4,0
6354,Zm00001d021684,3,0
6355,Zm00001d029601,3,0
6356,Zm00001d011985,3,1
6357,Zm00001d049867,4,0
6358,Zm00001d009481,8,0
6359,Zm00001d013108,7,0
6360,Zm00001d037719,4,0
6361,Zm00001d042427,6,0
6362,Zm00001d054009,6,0
6363,Zm00001d052518,4,0
6364,Zm00001d006373,7,0
6365,Zm00001d002929,7,1
6366,Zm00001d040408,1,0
6367,Zm00001d021652,1,0
6368,Zm00001d043185,6,0
6369,Zm00001d025827,4,0
6370,Zm00001d051527,2,1
6371,Zm00001d040153,2,0
6372,Zm00001d029464,6,0
6373,Zm00001d053412,1,0
6374,Zm00001d043740,5,0
6375,Zm00001d018565,4,0
6376,Zm00001d022432,6,0
6377,Zm00001d046097,6,0
6378,Zm00001d004451,4,0
6379,Zm00001d029553,4,1
6380,Zm00001d033328,4,0
6381,Zm00001d024723,4,0
6382,Zm00001d005383,4,0
6383,Zm00001d014900,1,1
6384,Zm00001d050024,8,0
6385,Zm00001d050054,1,0
6386,Zm00001d002252,6,0
6387,Zm00001d028389,3,0
6388,Zm00001d033706,3,1
6389,Zm00001d031871,3,0
6390,Zm00001d002707,3,0
6391,Zm00001d017377,7,0
6392,Zm00001d049657,6,0
6393,Zm00001d043444,3,0
6394,Zm00001d010838,4,0
6395,Zm00001d038994,3,1
6396,Zm00001d008399,5,1
6397,Zm00001d006269,6,0
6398,Zm00001d016199,4,0
6399,Zm00001d028465,5,0
6400,Zm00001d021224,3,0
6401,Zm00001d047451,6,0
6402,Zm00001d018473,8,0
6403,Zm00001d040496,1,0
6404,Zm00001d014524,6,0
6405,Zm00001d044752,3,0
6406,Zm00001d040737,5,0
6407,Zm00001d040504,6,0
6408,Zm00001d044606,8,0
6409,Zm00001d036602,5,0
6410,Zm00001d043634,1,0
6411,Zm00001d043009,8,0
6412,Zm00001d018521,3,0
6413,Zm00001d050637,1,0
6414,Zm00001d012514,5,0
6415,Zm00001d020470,3,0
6416,Zm00001d047694,6,0
6417,Zm00001d050712,3,0
6418,Zm00001d037872,5,0
6419,Zm00001d021692,5,0
6420,Zm00001d005251,4,0
6421,Zm00001d021840,3,0
6422,Zm00001d017404,3,0
6423,Zm00001d014046,4,0
6424,Zm00001d047634,8,0
6425,Zm00001d027595,1,0
6426,Zm00001d047507,7,0
6427,Zm00001d029442,8,0
6428,Zm00001d044037,6,0
6429,Zm00001d018064,5,0
6430,Zm00001d017857,1,0
6431,Zm00001d027596,5,0
6432,Zm00001d038085,6,0
6433,Zm00001d039283,4,0
6434,Zm00001d007623,5,0
6435,Zm00001d051172,6,1
6436,Zm00001d035476,3,0
6437,Zm00001d052188,6,0
6438,Zm00001d013900,7,0
6439,Zm00001d025878,2,0
6440,Zm00001d032206,8,1
6441,Zm00001d031505,2,0
6442,Zm00001d047422,4,0
6443,Zm00001d011041,3,0
6444,Zm00001d005782,5,0
6445,Zm00001d013296,4,0
6446,Zm00001d042363,4,1
6447,Zm00001d024408,1,0
6448,Zm00001d022211,4,0
6449,Zm00001d004140,1,0
6450,Zm00001d039325,6,0
6451,Zm00001d048533,3,0
6452,Zm00001d002423,8,0
6453,Zm00001d024804,4,0
6454,Zm00001d038270,3,1
6455,Zm00001d025933,4,0
6456,Zm00001d022199,1,0
6457,Zm00001d039343,4,0
6458,Zm00001d040500,5,1
6459,Zm00001d018969,5,0
6460,Zm00001d043573,4,0
6461,Zm00001d021736,6,0
6462,Zm00001d023654,4,0
6463,Zm00001d003775,3,0
6464,Zm00001d037593,1,0
6465,Zm00001d045788,4,0
6466,Zm00001d023507,4,1
6467,Zm00001d038909,4,0
6468,Zm00001d024621,3,0
6469,Zm00001d011917,3,0
6470,Zm00001d048356,3,0
6471,Zm00001d036420,2,0
6472,Zm00001d017281,7,0
6473,Zm00001d022197,3,0
6474,Zm00001d012530,3,0
6475,Zm00001d048344,4,0
6476,Zm00001d049892,1,0
6477,Zm00001d018195,4,0
6478,Zm00001d038905,4,0
6479,Zm00001d019376,7,0
6480,Zm00001d038874,5,0
6481,Zm00001d007977,5,0
6482,Zm00001d038558,4,0
6483,Zm00001d027743,4,0
6484,Zm00001d014688,8,0
6485,Zm00001d019241,1,0
6486,Zm00001d043947,5,0
6487,Zm00001d008996,4,0
6488,Zm00001d031118,6,0
6489,Zm00001d045044,1,1
6490,Zm00001d047492,3,0
6491,Zm00001d004936,8,0
6492,Zm00001d042355,1,0
6493,Zm00001d025460,1,0
6494,Zm00001d047512,8,0
6495,Zm00001d018927,1,0
6496,Zm00001d036529,5,0
6497,Zm00001d052123,1,0
6498,Zm00001d032501,4,0
6499,Zm00001d002421,1,0
6500,Zm00001d011233,1,0
6501,Zm00001d009653,1,0
6502,Zm00001d015188,1,0
6503,Zm00001d017145,4,0
6504,Zm00001d006387,2,0
6505,Zm00001d051380,3,0
6506,Zm00001d041592,1,0
6507,Zm00001d007769,1,0
6508,Zm00001d030023,5,1
6509,Zm00001d028576,3,0
6510,Zm00001d006217,5,0
6511,Zm00001d020275,3,0
6512,Zm00001d015527,6,0
6513,Zm00001d008503,4,0
6514,Zm00001d037280,5,0
6515,Zm00001d036521,8,0
6516,Zm00001d002677,3,0
6517,Zm00001d017402,6,0
6518,Zm00001d037852,5,0
6519,Zm00001d029356,5,0
6520,Zm00001d036402,5,0
6521,Zm00001d006896,3,0
6522,Zm00001d033596,1,0
6523,Zm00001d025667,4,0
6524,Zm00001d025043,5,0
6525,Zm00001d011626,5,0
6526,Zm00001d022266,3,1
6527,Zm00001d050886,8,1
6528,Zm00001d016041,4,0
6529,Zm00001d031049,5,0
6530,Zm00001d025023,6,0
6531,Zm00001d011921,6,0
6532,Zm00001d030149,8,0
6533,Zm00001d046342,5,0
6534,Zm00001d031454,3,1
6535,Zm00001d008789,1,0
6536,Zm00001d014469,7,0
6537,Zm00001d011330,6,0
6538,Zm00001d018502,3,0
6539,Zm00001d017395,8,0
6540,Zm00001d017906,6,0
6541,Zm00001d047673,6,0
6542,Zm00001d017535,6,0
6543,Zm00001d039733,1,0
6544,Zm00001d034886,1,1
6545,Zm00001d011994,1,0
6546,Zm00001d038651,4,0
6547,Zm00001d005052,1,0
6548,Zm00001d016502,3,0
6549,Zm00001d032186,4,0
6550,Zm00001d036807,8,1
6551,Zm00001d028615,5,1
6552,Zm00001d026371,7,0
6553,Zm00001d038933,3,0
6554,Zm00001d029784,5,0
6555,Zm00001d046065,2,0
6556,Zm00001d016723,6,0
6557,Zm00001d027298,8,0
6558,Zm00001d043156,3,0
6559,Zm00001d029397,4,0
6560,Zm00001d034104,3,0
6561,Zm00001d029212,1,0
6562,Zm00001d044986,5,0
6563,Zm00001d004439,3,0
6564,Zm00001d021346,1,0
6565,Zm00001d005822,4,0
6566,Zm00001d042929,1,0
6567,Zm00001d045667,4,0
6568,Zm00001d038420,3,0
6569,Zm00001d052444,4,0
6570,Zm00001d021299,3,0
6571,Zm00001d033056,6,0
6572,Zm00001d045529,2,0
6573,Zm00001d040399,6,0
6574,Zm00001d026154,5,0
6575,Zm00001d033870,1,1
6576,Zm00001d032266,6,0
6577,Zm00001d026532,6,0
6578,Zm00001d022082,4,0
6579,Zm00001d017214,6,0
6580,Zm00001d002292,3,0
6581,Zm00001d013940,6,0
6582,Zm00001d049428,5,0
6583,Zm00001d013425,1,0
6584,Zm00001d014126,4,0
6585,Zm00001d014820,7,0
6586,Zm00001d002826,3,0
6587,Zm00001d006527,5,0
6588,Zm00001d008176,1,1
6589,Zm00001d047764,7,0
6590,Zm00001d004707,1,0
6591,Zm00001d023480,5,0
6592,Zm00001d047340,3,0
6593,Zm00001d005786,8,1
6594,Zm00001d040188,3,0
6595,Zm00001d034663,7,0
6596,Zm00001d023897,1,0
6597,Zm00001d045540,4,0
6598,Zm00001d012279,4,0
6599,Zm00001d038224,4,0
6600,Zm00001d038657,5,0
6601,Zm00001d002671,3,0
6602,Zm00001d024231,7,0
6603,Zm00001d028590,3,0
6604,Zm00001d045119,3,0
6605,Zm00001d053438,6,0
6606,Zm00001d036558,6,0
6607,Zm00001d005726,5,1
6608,Zm00001d005329,4,0
6609,Zm00001d020707,4,0
6610,Zm00001d022637,4,0
6611,Zm00001d005950,8,0
6612,Zm00001d020541,1,0
6613,Zm00001d030892,1,0
6614,Zm00001d048317,3,0
6615,Zm00001d001804,6,0
6616,Zm00001d052927,5,0
6617,Zm00001d043502,8,0
6618,Zm00001d039963,5,0
6619,Zm00001d037397,5,0
6620,Zm00001d009439,4,0
6621,Zm00001d042239,3,0
6622,Zm00001d035383,4,0
6623,Zm00001d022262,5,0
6624,Zm00001d015313,4,0
6625,Zm00001d028707,5,0
6626,Zm00001d031950,5,0
6627,Zm00001d042285,5,0
6628,Zm00001d008467,4,0
6629,Zm00001d052492,7,0
6630,Zm00001d024713,2,0
6631,Zm00001d036919,6,0
6632,Zm00001d033586,4,0
6633,Zm00001d039860,1,0
6634,Zm00001d032019,1,0
6635,Zm00001d008515,7,0
6636,Zm00001d035079,4,0
6637,Zm00001d034166,6,0
6638,Zm00001d051800,3,0
6639,Zm00001d046472,5,0
6640,Zm00001d003181,6,0
6641,Zm00001d006495,6,0
6642,Zm00001d025633,1,0
6643,Zm00001d038084,8,0
6644,Zm00001d048891,6,0
6645,Zm00001d021719,1,0
6646,Zm00001d016132,3,0
6647,Zm00001d021697,4,0
6648,Zm00001d008456,2,0
6649,Zm00001d047324,6,0
6650,Zm00001d032318,4,0
6651,Zm00001d041792,3,0
6652,Zm00001d015029,1,0
6653,Zm00001d017288,7,0
6654,Zm00001d022619,6,0
6655,Zm00001d012473,4,0
6656,Zm00001d011089,1,0
6657,Zm00001d038005,8,0
6658,Zm00001d015209,1,0
6659,Zm00001d045928,3,0
6660,Zm00001d029304,2,0
6661,Zm00001d012581,6,0
6662,Zm00001d013115,5,0
6663,Zm00001d029478,7,0
6664,Zm00001d031586,3,0
6665,Zm00001d031825,1,0
6666,Zm00001d023929,6,0
6667,Zm00001d002016,5,0
6668,Zm00001d018983,3,0
6669,Zm00001d017138,3,1
6670,Zm00001d037257,8,0
6671,Zm00001d023699,8,0
6672,Zm00001d049511,6,1
6673,Zm00001d011222,6,0
6674,Zm00001d001943,5,0
6675,Zm00001d034205,5,0
6676,Zm00001d053320,6,0
6677,Zm00001d048324,1,0
6678,Zm00001d051216,8,1
6679,Zm00001d053165,8,0
6680,Zm00001d049277,6,0
6681,Zm00001d021573,8,1
6682,Zm00001d039919,3,0
6683,Zm00001d032368,5,0
6684,Zm00001d051225,4,0
6685,Zm00001d033044,6,0
6686,Zm00001d028475,1,0
6687,Zm00001d046848,2,0
6688,Zm00001d045283,5,1
6689,Zm00001d042141,4,0
6690,Zm00001d052292,3,0
6691,Zm00001d025514,3,1
6692,Zm00001d006646,3,0
6693,Zm00001d049413,2,0
6694,Zm00001d002139,6,0
6695,Zm00001d042011,5,0
6696,Zm00001d024756,6,0
6697,Zm00001d043908,2,1
6698,Zm00001d039757,2,0
6699,Zm00001d033227,5,0
6700,Zm00001d001834,1,0
6701,Zm00001d008976,6,0
6702,Zm00001d034610,1,0
6703,Zm00001d043837,5,0
6704,Zm00001d006875,6,0
6705,Zm00001d050404,7,1
6706,Zm00001d050168,7,0
6707,Zm00001d023799,2,0
6708,Zm00001d004916,5,0
6709,Zm00001d029078,6,0
6710,Zm00001d008800,1,1
6711,Zm00001d042034,1,0
6712,Zm00001d008708,1,0
6713,Zm00001d010493,4,0
6714,Zm00001d026121,3,0
6715,Zm00001d049060,5,0
6716,Zm00001d037729,6,0
6717,Zm00001d034410,6,0
6718,Zm00001d039200,4,0
6719,Zm00001d028754,3,0
6720,Zm00001d007231,7,0
6721,Zm00001d033714,5,0
6722,Zm00001d029427,6,0
6723,Zm00001d005826,4,0
6724,Zm00001d034783,5,1
6725,Zm00001d020655,6,0
6726,Zm00001d052390,5,1
6727,Zm00001d043063,5,1
6728,Zm00001d012467,4,0
6729,Zm00001d014063,5,0
6730,Zm00001d038584,3,1
6731,Zm00001d016733,7,0
6732,Zm00001d036510,5,1
6733,Zm00001d031094,4,0
6734,Zm00001d003173,4,0
6735,Zm00001d046226,3,0
6736,Zm00001d047548,2,0
6737,Zm00001d044074,4,1
6738,Zm00001d024347,3,0
6739,Zm00001d030026,1,0
6740,Zm00001d022099,5,1
6741,Zm00001d043743,1,0
6742,Zm00001d023431,1,0
6743,Zm00001d031700,6,0
6744,Zm00001d011062,5,1
6745,Zm00001d027492,6,1
6746,Zm00001d016590,6,0
6747,Zm00001d033475,3,0
6748,Zm00001d039185,6,1
6749,Zm00001d021365,6,0
6750,Zm00001d017379,8,0
6751,Zm00001d052339,1,0
6752,Zm00001d022582,6,0
6753,Zm00001d017378,4,0
6754,Zm00001d046630,1,0
6755,Zm00001d011121,6,0
6756,Zm00001d043167,8,0
6757,Zm00001d001790,4,0
6758,Zm00001d046574,3,0
6759,Zm00001d029934,4,1
6760,Zm00001d042372,8,0
6761,Zm00001d039904,1,0
6762,Zm00001d014385,4,0
6763,Zm00001d003009,4,0
6764,Zm00001d039597,6,0
6765,Zm00001d028890,1,0
6766,Zm00001d050339,6,0
6767,Zm00001d025901,3,0
6768,Zm00001d040023,5,0
6769,Zm00001d006345,6,0
6770,Zm00001d019234,8,0
6771,Zm00001d019587,4,0
6772,Zm00001d048959,3,0
6773,Zm00001d021492,5,0
6774,Zm00001d027442,8,0
6775,Zm00001d025795,2,0
6776,Zm00001d010396,6,0
6777,Zm00001d041381,5,0
6778,Zm00001d003223,1,0
6779,Zm00001d006721,4,1
6780,Zm00001d015182,4,0
6781,Zm00001d039582,3,0
6782,Zm00001d053433,3,0
6783,Zm00001d018503,1,0
6784,Zm00001d012294,4,1
6785,Zm00001d024379,3,0
6786,Zm00001d038430,2,0
6787,Zm00001d039365,1,0
6788,Zm00001d047503,8,0
6789,Zm00001d037194,7,0
6790,Zm00001d008764,3,0
6791,Zm00001d029501,5,0
6792,Zm00001d003019,4,0
6793,Zm00001d005482,4,0
6794,Zm00001d004573,1,0
6795,Zm00001d012508,2,1
6796,Zm00001d030745,2,0
6797,Zm00001d021207,5,1
6798,Zm00001d047800,1,0
6799,Zm00001d018364,4,0
6800,Zm00001d020595,4,1
6801,Zm00001d021718,7,0
6802,Zm00001d046883,6,0
6803,Zm00001d021554,6,0
6804,Zm00001d043441,6,0
6805,Zm00001d038768,4,0
6806,Zm00001d004972,3,0
6807,Zm00001d039913,8,1
6808,Zm00001d022245,3,0
6809,Zm00001d033986,4,0
6810,Zm00001d033170,4,0
6811,Zm00001d045009,5,0
6812,Zm00001d049860,3,1
6813,Zm00001d016924,5,1
6814,Zm00001d021623,8,0
6815,Zm00001d020852,6,0
6816,Zm00001d048252,5,0
6817,Zm00001d050462,5,0
6818,Zm00001d007936,3,0
6819,Zm00001d014879,1,0
6820,Zm00001d043904,3,1
6821,Zm00001d008370,5,0
6822,Zm00001d021968,5,0
6823,Zm00001d024783,8,1
6824,Zm00001d020025,4,1
6825,Zm00001d021636,6,1
6826,Zm00001d011767,4,0
6827,Zm00001d029488,4,0
6828,Zm00001d024126,4,0
6829,Zm00001d043390,5,0
6830,Zm00001d045211,5,1
6831,Zm00001d006175,6,0
6832,Zm00001d043202,6,0
6833,Zm00001d045837,1,0
6834,Zm00001d012998,8,0
6835,Zm00001d002082,6,0
6836,Zm00001d027515,6,0
6837,Zm00001d037978,7,0
6838,Zm00001d024606,4,0
6839,Zm00001d004418,2,0
6840,Zm00001d020641,4,0
6841,Zm00001d040710,8,0
6842,Zm00001d049851,6,0
6843,Zm00001d052219,4,0
6844,Zm00001d033680,3,1
6845,Zm00001d033751,5,0
6846,Zm00001d035659,4,0
6847,Zm00001d011676,4,0
6848,Zm00001d033454,6,0
6849,Zm00001d012228,3,0
6850,Zm00001d019597,6,0
6851,Zm00001d016817,4,0
6852,Zm00001d048288,3,0
6853,Zm00001d032460,1,0
6854,Zm00001d004541,6,1
6855,Zm00001d015229,1,0
6856,Zm00001d051788,4,1
6857,Zm00001d026111,6,0
6858,Zm00001d006659,4,0
6859,Zm00001d039096,1,0
6860,Zm00001d050173,2,0
6861,Zm00001d043736,6,0
6862,Zm00001d028879,5,1
6863,Zm00001d046965,2,0
6864,Zm00001d001820,8,0
6865,Zm00001d006815,4,0
6866,Zm00001d031898,1,1
6867,Zm00001d007121,1,0
6868,Zm00001d037155,4,0
6869,Zm00001d052760,4,0
6870,Zm00001d045927,7,0
6871,Zm00001d045495,4,0
6872,Zm00001d027405,7,0
6873,Zm00001d039188,4,0
6874,Zm00001d021850,7,0
6875,Zm00001d018199,1,0
6876,Zm00001d021168,5,0
6877,Zm00001d052753,8,0
6878,Zm00001d042366,6,0
6879,Zm00001d052820,8,0
6880,Zm00001d051387,1,1
6881,Zm00001d018344,1,0
6882,Zm00001d016935,1,0
6883,Zm00001d031728,5,1
6884,Zm00001d034885,1,0
6885,Zm00001d048559,5,0
6886,Zm00001d020400,5,0
6887,Zm00001d018828,6,0
6888,Zm00001d053591,1,0
6889,Zm00001d024307,6,0
6890,Zm00001d022631,1,0
6891,Zm00001d025722,6,0
6892,Zm00001d028533,1,0
6893,Zm00001d006170,5,1
6894,Zm00001d047511,2,0
6895,Zm00001d028512,6,0
6896,Zm00001d021135,8,0
6897,Zm00001d006256,3,0
6898,Zm00001d052939,7,0
6899,Zm00001d011436,2,0
6900,Zm00001d051055,1,0
6901,Zm00001d053282,4,0
6902,Zm00001d003673,6,0
6903,Zm00001d004839,1,0
6904,Zm00001d032372,3,0
6905,Zm00001d021246,4,0
6906,Zm00001d024729,6,0
6907,Zm00001d011075,2,0
6908,Zm00001d014188,1,0
6909,Zm00001d002434,5,0
6910,Zm00001d037759,5,0
6911,Zm00001d042066,6,0
6912,Zm00001d016396,5,0
6913,Zm00001d013319,4,0
6914,Zm00001d007845,6,0
6915,Zm00001d021866,8,0
6916,Zm00001d008690,4,0
6917,Zm00001d023671,1,0
6918,Zm00001d052387,5,0
6919,Zm00001d025145,5,0
6920,Zm00001d038274,3,0
6921,Zm00001d041387,3,0
6922,Zm00001d011276,5,0
6923,Zm00001d012934,5,0
6924,Zm00001d038092,6,0
6925,Zm00001d048563,3,0
6926,Zm00001d048560,6,0
6927,Zm00001d039825,3,0
6928,Zm00001d053997,4,0
6929,Zm00001d014996,3,0
6930,Zm00001d005396,4,0
6931,Zm00001d038626,6,0
6932,Zm00001d005962,4,1
6933,Zm00001d003925,7,0
6934,Zm00001d030264,1,0
6935,Zm00001d005039,4,0
6936,Zm00001d035992,7,0
6937,Zm00001d010969,4,0
6938,Zm00001d033922,8,0
6939,Zm00001d006247,3,0
6940,Zm00001d040536,4,1
6941,Zm00001d006446,7,0
6942,Zm00001d032239,6,0
6943,Zm00001d034957,3,0
6944,Zm00001d019726,5,0
6945,Zm00001d043880,4,0
6946,Zm00001d025983,8,0
6947,Zm00001d018134,1,0
6948,Zm00001d037900,4,0
6949,Zm00001d005279,5,0
6950,Zm00001d035495,7,0
6951,Zm00001d040920,1,0
6952,Zm00001d021465,8,0
6953,Zm00001d009029,7,0
6954,Zm00001d052110,1,0
6955,Zm00001d040100,5,0
6956,Zm00001d028362,3,0
6957,Zm00001d040819,1,0
6958,Zm00001d040233,1,0
6959,Zm00001d015877,5,0
6960,Zm00001d022518,5,0
6961,Zm00001d049560,6,0
6962,Zm00001d014682,4,0
6963,Zm00001d047833,1,0
6964,Zm00001d035003,8,0
6965,Zm00001d050992,6,0
6966,Zm00001d009317,1,0
6967,Zm00001d029119,3,0
6968,Zm00001d027983,3,0
6969,Zm00001d030782,8,0
6970,Zm00001d012708,4,0
6971,Zm00001d002868,3,0
6972,Zm00001d005257,1,0
6973,Zm00001d007770,8,0
6974,Zm00001d004751,4,0
6975,Zm00001d021582,8,1
6976,Zm00001d047494,1,0
6977,Zm00001d011470,4,1
6978,Zm00001d052981,6,0
6979,Zm00001d016151,5,0
6980,Zm00001d015211,3,0
6981,Zm00001d047687,7,0
6982,Zm00001d042319,7,1
6983,Zm00001d003099,4,0
6984,Zm00001d035957,3,0
6985,Zm00001d005377,4,0
6986,Zm00001d043558,6,0
6987,Zm00001d003168,2,1
6988,Zm00001d034368,2,0
6989,Zm00001d035249,7,0
6990,Zm00001d017274,1,0
6991,Zm00001d040634,5,0
6992,Zm00001d008739,6,0
6993,Zm00001d011732,1,0
6994,Zm00001d027652,1,0
6995,Zm00001d002266,4,0
6996,Zm00001d024799,5,0
6997,Zm00001d002973,1,0
6998,Zm00001d009488,1,0
6999,Zm00001d040481,7,0
7000,Zm00001d005983,2,0
7001,Zm00001d047435,1,0
7002,Zm00001d049273,3,0
7003,Zm00001d034600,6,0
7004,Zm00001d028669,6,0
7005,Zm00001d015546,5,0
7006,Zm00001d053619,2,0
7007,Zm00001d009658,1,0
7008,Zm00001d038076,6,0
7009,Zm00001d009186,5,0
7010,Zm00001d045432,2,0
7011,Zm00001d011174,4,0
7012,Zm00001d053117,7,0
7013,Zm00001d005884,4,1
7014,Zm00001d028691,1,0
7015,Zm00001d010667,4,1
7016,Zm00001d030845,6,0
7017,Zm00001d006713,5,0
7018,Zm00001d010052,4,0
7019,Zm00001d039993,3,0
7020,Zm00001d006358,6,0
7021,Zm00001d029195,7,0
7022,Zm00001d013153,5,0
7023,Zm00001d019279,6,0
7024,Zm00001d020401,3,0
7025,Zm00001d032224,6,0
7026,Zm00001d042144,8,0
7027,Zm00001d033262,6,1
7028,Zm00001d037608,6,0
7029,Zm00001d017381,5,0
7030,Zm00001d036476,2,0
7031,Zm00001d052513,3,0
7032,Zm00001d043713,5,0
7033,Zm00001d042461,5,0
7034,Zm00001d033221,6,0
7035,Zm00001d042349,4,0
7036,Zm00001d023735,1,0
7037,Zm00001d053553,4,0
7038,Zm00001d031958,6,0
7039,Zm00001d013336,1,0
7040,Zm00001d043519,4,0
7041,Zm00001d039285,4,0
7042,Zm00001d042067,6,0
7043,Zm00001d023424,4,1
7044,Zm00001d011134,2,1
7045,Zm00001d042156,2,0
7046,Zm00001d042013,4,0
7047,Zm00001d022115,4,0
7048,Zm00001d038487,6,0
7049,Zm00001d009617,1,0
7050,Zm00001d040768,3,0
7051,Zm00001d050155,3,0
7052,Zm00001d047747,1,0
7053,Zm00001d050815,7,0
7054,Zm00001d045054,2,0
7055,Zm00001d031253,5,0
7056,Zm00001d020955,4,0
7057,Zm00001d039258,8,0
7058,Zm00001d042059,3,0
7059,Zm00001d030199,6,0
7060,Zm00001d018122,5,0
7061,Zm00001d048954,6,0
7062,Zm00001d042051,6,0
7063,Zm00001d033528,3,0
7064,Zm00001d025948,8,0
7065,Zm00001d020264,4,0
7066,Zm00001d010887,1,0
7067,Zm00001d038563,5,0
7068,Zm00001d028561,2,0
7069,Zm00001d005100,1,1
7070,Zm00001d008654,1,0
7071,Zm00001d013834,3,0
7072,Zm00001d044412,6,0
7073,Zm00001d019412,5,0
7074,Zm00001d002856,4,0
7075,Zm00001d042644,6,0
7076,Zm00001d024494,3,0
7077,Zm00001d034550,6,0
7078,Zm00001d020059,2,0
7079,Zm00001d006016,3,0
7080,Zm00001d011192,1,0
7081,Zm00001d053585,6,0
7082,Zm00001d052237,6,0
7083,Zm00001d006538,5,0
7084,Zm00001d038623,5,0
7085,Zm00001d028880,8,0
7086,Zm00001d010927,1,0
7087,Zm00001d007313,6,0
7088,Zm00001d047960,1,1
7089,Zm00001d015566,1,0
7090,Zm00001d044601,1,0
7091,Zm00001d044535,4,0
7092,Zm00001d042931,6,0
7093,Zm00001d021821,1,0
7094,Zm00001d041410,3,0
7095,Zm00001d009271,5,0
7096,Zm00001d053001,5,0
7097,Zm00001d018541,6,0
7098,Zm00001d032101,1,0
7099,Zm00001d016008,4,0
7100,Zm00001d038576,5,0
7101,Zm00001d016928,3,0
7102,Zm00001d045804,1,1
7103,Zm00001d010507,4,0
7104,Zm00001d038526,4,0
7105,Zm00001d037739,2,0
